Landmark Latitude,Landmark Longitude,Distance,Landmark Name,Property Type
13.0376809,77.759175,2.1264191368094223,Safal Daily Fresh,grocery
13.0323298,77.7304463,4.488130642954601,,fuel
13.0818161,77.7569972,2.935472199395445,,place of worship
13.0208639,77.7655083,3.9406185412155694,Wild Beans,food service
13.0232165,77.7706022,3.7476954069663866,Casio,grocery
13.0156184,77.7621341,4.523220709579296,A-One,grocery
13.0377529,77.7577257,2.1612181963717374,ICICI Bank & ATM,financial
13.0378129,77.7575162,2.1619118040294567,Canara Bank,financial
13.0205405,77.7649482,3.97419182989681,Namdhari's Fresh,grocery
13.020864,77.7652203,3.9392724413881908,HDFC Bank,financial
13.0124427,77.7608184,4.8834571308484085,Delhiwale,food service
13.0522588,77.7543237,1.1197297130431334,समृद्धि लेक ड्राइव,lodging
13.0623507,77.7729906,1.203080120413427,Aksay dum biriyani,food service
13.0129536,77.7611963,4.824200260055896,Balaji Bhavan,food service
13.0128808,77.7611536,4.8325543787147645,McCafé,cafe
13.0153124,77.7619563,4.558026240986099,Udupi Cafe,food service
13.0510256,77.7487476,1.732235892645773,Farmhouse Social,food service
13.0554613,77.7635837,0.0925039124774788,Haldiram's,food service
13.0554668,77.7638619,0.0888366599284601,Neemans,shoes
13.0247887,77.7613431,3.510064563510582,Red Rhino,food service
13.024675,77.7613485,3.52262663636115,Starbucks,cafe
13.0551394,77.7636306,0.12651764261039905,Holiday Inn,lodging
13.0236624,77.7613829,3.6346388763074904,State Bank of India,financial
13.02338,77.7611383,3.667952911190792,Sizzling Spices,food service
13.0740569,77.8021375,4.599036561957258,Mani's dum biriyani,food service
13.0583944,77.7693208,0.6424174379778289,Nandi Grand,food service
13.0287398,77.7606203,3.07997002298767,PrimeGolf Brewing and Golfing,bar/club
13.0291671,77.7600262,3.040760615096495,Domino's Pizza,food service
