Landmark Latitude,Landmark Longitude,Distance,Landmark Name,Property Type
12.9185225,77.6518418,2.1227831890016438,ICICI Bank,financial
12.9189346,77.65183,2.1281916293532745,Karnataka Bank,financial
12.9187503,77.6518327,2.1259305162883337,Angel Heart Montessori Play School,education
12.917181,77.6493619,2.3849104586455647,Bank of Baroda,financial
12.9212938,77.6635656,0.9707497594857407,Gangothri Residency,lodging
12.9214046,77.6639051,0.9452000863159591,Ringview Residency,lodging
12.9174059,77.64853,2.47539487917512,Priti Departmental Store,grocery
12.9185253,77.6704998,0.19356232332941617,HDFC Bank,financial
12.913892,77.6770532,0.7068247040949048,Vidyarambh Play School,education
12.9137805,77.6774294,0.7485049440707434,,place of worship
12.9042611,77.6757558,1.4945870410111353,La Casa,food service
12.9156177,77.6347321,3.9734213440906285,State Bank of India,financial
12.9584433,77.6608638,4.7464291120149245,Food Palace,grocery
12.9584099,77.6615017,4.726710685530762,Shri Mahavir Digambar Jain Temple,place of worship
12.9504549,77.6999246,4.838914370561775,Yo China,food service
12.9250029,77.664274,1.17562030160265,,grocery
12.9262764,77.6698353,1.0444147430027861,Baby Desire,grocery
12.925064,77.6328706,4.26730721503002,Sathya's,bar/club
12.9186665,77.6708407,0.1935361005464667,Families Hypermarket,grocery
12.9535965,77.660901,4.2241088175291654,,place of worship
12.9062825,77.6276456,4.886209695847782,Ganesha Temple,place of worship
12.924585,77.6743627,0.9034745932158269,Cafe Coffee Day,cafe
12.959041,77.6564566,4.945787679499668,Hyderabad Biryani House,food service
12.931753,77.68645,2.3157055501468378,Eden Dhaba,food service
12.9494661,77.7026457,4.951933598945943,Dr. Shyamala Reddy Dental College,education
12.9261691,77.6803833,1.4120578894977516,Cafe Coffee Day,cafe
12.9263049,77.6803137,1.4178255460375466,Domino's,food service
12.9264201,77.6805202,1.4424973988274736,McDonald's,food service
12.9300352,77.6841894,2.007838789446806,HDFC Bank,financial
12.949723,77.699799,4.767832827688862,ICICI Bank,financial
12.9210075,77.6513793,2.2114564519656645,,lodging
12.9349444,77.6293498,4.97144491506793,Barista,cafe
12.9353574,77.6293981,4.9852711118354875,Maple's,lodging
12.949666,77.6991298,4.716403490304054,Damro,home furnishing
12.9505253,77.6992384,4.797769298643811,Hotel Verdisso Suites,lodging
12.9118085,77.6512869,2.251566000627,MK Retail Super Market,grocery
12.913356,77.651692,2.1705255602246782,Cafe Coffee Day,cafe
12.913287,77.651677,2.1735684625852625,Papa John's,food service
12.914984,77.651663,2.1472107243124126,Swadeshi,clothes
12.914474,77.651684,2.1516241655419344,Multiplex,grocery
12.9178793,77.652035,2.097376571938401,Patalamma Temple,place of worship
12.9001507,77.630134,4.845897486731047,The Oxford Dental College & Hospital,education
12.9241258,77.671756,0.7931462900176748,ICICI Bank,financial
12.9251154,77.6817088,1.438828812570154,HDFC Bank,financial
12.9249638,77.681639,1.4223918600530305,ICICI Bank,financial
12.925884,77.6753891,1.0794969854169418,Axis Bank,financial
12.9070833,77.6351607,4.076127498740677,Mangammanapalya,transportation
12.9260569,77.6753253,1.09438231880098,Smart Bazaar,grocery
12.9260621,77.6760012,1.1256421493728694,Ring View Restaurant,food service
12.934295,77.6300787,4.870238261564791,Maharaja Restaurant,food service
12.9338627,77.6304381,4.81556315713393,Axis Bank,financial
12.9312186,77.6342399,4.32300968630556,,food service
12.9337444,77.6301835,4.835913219404764,Levi's and Nike,shoes
12.933506,77.6303939,4.804690898139008,HP Petrol Pump,fuel
12.9608216,77.666002,4.906959979015592,Niha Juice Center,food service
12.9560946,77.6939258,4.987176318187727,Ganapati Temple,place of worship
12.9233246,77.6514168,2.273486552150602,Bata,shoes
12.9215902,77.6512829,2.2355763840059852,Grill and Hog,food service
12.9548937,77.6872798,4.552563695093477,Hanuman temple,place of worship
12.9086094,77.6492192,2.5754043036925194,Safa Supermarket,grocery
12.892184,77.644283,4.02901510048194,Andhra Bank,financial
12.9123969,77.6407671,3.355690505167704,Coffee Bean,cafe
12.9123516,77.6411691,3.313420877557373,HDFC Bank,financial
12.912091,77.6486797,2.51872505090219,MK Ahmed,grocery
12.916708,77.6519012,2.109873231400186,Babies Planet,clothes
12.9120524,77.6379776,3.660338746626587,Jharoka,food service
12.9143549,77.6383198,3.5936870871083912,Kottayam,food service
12.9165647,77.6519145,2.108740629566196,Lilliput,clothes
12.9164467,77.6519035,2.1102768506478107,Little Boss,clothes
12.9121865,77.6379811,3.657749725176875,McDonald's,food service
12.9120609,77.6493739,2.44608079924465,State Bank of India,financial
12.9044398,77.649016,2.7963242264452695,,grocery
12.9255307,77.6371758,3.8249119769198323,ICICI Bank,financial
12.9272988,77.6375732,3.8371899341193174,Kidzee Play school,education
12.9246365,77.6384508,3.6669237691373566,Kripanidhi Cambridge Public School,education
12.913486,77.6374501,3.6966137653466196,Safa,grocery
12.9286689,77.6354869,4.099187406646593,,education
12.9062634,77.6298345,4.65704165681974,Tharavad,food service
12.9154345,77.6321713,4.2515579759777555,Fooddays,grocery
12.8944566,77.636249,4.5576717102293385,Temple,place of worship
12.907194,77.649038,2.6544227512947356,Sri Mariyamma Temple,place of worship
12.911884,77.6379067,3.6707939925240813,IndusInd Bank,financial
12.9147654,77.6383124,3.591032427066022,Mast Kalandar,food service
12.910865,77.637973,3.6830078049165103,,financial
12.90536,77.630729,4.590721034714951,St Marys Church,place of worship
12.8855892,77.6424619,4.692144464921977,Indian Oil,fuel
12.9165198,77.6355672,3.8802900768241018,Canara Bank,financial
12.9165149,77.6355307,3.884253226016553,Canara Bank,financial
12.9169457,77.6340911,4.039901188411621,Chowdeshwari Temple,place of worship
12.9184754,77.6321554,4.252829167590164,New Sapna Store,grocery
12.9170218,77.6292559,4.563940435861893,Aranya Restaurant,food service
12.9170321,77.6289637,4.595609965797207,,financial
12.9180673,77.6306713,4.412115533179156,Suma Provision Store,grocery
12.9090166,77.6280806,4.774706160363793,Bharat Petroleum,fuel
12.9322408,77.6320676,4.583731657167207,,financial
12.9251163,77.6337167,4.178948744580631,Aishwrya Departmental Store,grocery
12.9252403,77.6337162,4.181998912273239,Kanyaka Clothes,clothes
12.9168445,77.6322947,4.2346295779473575,Sri Kaveramma and Munishwara Temple,place of worship
12.9154792,77.6344183,4.008028710267384,,financial
12.9257639,77.6290836,4.684935309217285,Seva Sadan,place of worship
12.9383855,77.6310907,4.970454312909407,CHef Inn Residency,lodging
12.889924,77.638912,4.6303193544810854,IDBI Bank,financial
12.9174606,77.6515807,2.1449547733469063,Dhanalaxmi Bank Atm,financial
12.8988361,77.6572424,2.5345573541859294,Vibgyor School,education
12.9216098,77.6453053,2.8705380306263217,Nandana Palace,food service
12.911762,77.637224,3.7459965161072155,Joy Of Learning,education
12.8896145,77.639937,4.56936127415462,National Co-operative Bank Ltd.,financial
12.8847042,77.6429877,4.72859234287747,,financial
12.9087203,77.6275079,4.841869372346989,Indian Oil,fuel
12.9131153,77.6383089,3.6087791829324365,KFC,food service
12.9088046,77.6497344,2.5154943525867566,Floretz Montessori,education
12.9382713,77.63156,4.919733903346745,Temple,place of worship
12.9215251,77.6759665,0.7081295293250871,Ganesha Temple,place of worship
12.9218121,77.6761569,0.745361097489255,Sinan Provision Store,grocery
12.9254591,77.6698872,0.9538368587902798,Fresco,grocery
12.9265658,77.6698488,1.075973561093524,State Bank of India,financial
12.9269631,77.6698515,1.119609778518528,Reliance Fresh,grocery
12.9271147,77.669881,1.1358300356121265,HDFC Bank,financial
12.926903,77.6699239,1.1118695044291285,Pizza Hut Delivery,food service
12.9273683,77.6710665,1.1530257561327624,Happy Land Supermarket,grocery
12.9259462,77.6752588,1.080234331956859,KFC,food service
12.925988,77.6754492,1.0927075935659474,Pizza Hut,food service
12.9263148,77.6753554,1.1220724184620514,PVR Cinemas,cinema
12.9225334,77.6773188,0.8912929457148141,Exide Battery Inverter shop,grocery
12.926419,77.669893,1.0591121878312266,Andhra Bank,financial
12.9270725,77.6690293,1.1479600959195455,Little Elly,education
12.921892,77.6618601,1.1648823879545056,Anjaneya Temple,place of worship
12.9535994,77.6980241,4.9905845258370265,Odia Mess,food service
12.9170174,77.6723225,0.10367891102744711,Shristi Montessari,education
12.9122176,77.6817453,1.2444328748800142,Cuppa Coffee,cafe
12.9055194,77.6273464,4.938926423307806,Bommanahalli Mosque,place of worship
12.9255152,77.6370763,3.834934369149334,Barbeque Nation,food service
12.9253052,77.6698803,0.9370998932887631,Posh Palates,food service
12.9421287,77.6977454,3.9973522238690724,The Island,bar/club
12.9497606,77.6991216,4.723942376613222,ICICI Bank,financial
12.9118559,77.6516888,2.208120933504181,State Bank of India,financial
12.9097644,77.6491755,2.536178346436284,HDFC Bank,financial
12.8944434,77.6609987,2.748685668926732,Purva Skywood,residential
12.9347958,77.6298075,4.919382641636104,HDFC Bank,financial
12.9347383,77.6298155,4.916020980012066,HDFC Bank,financial
12.9355043,77.6314571,4.78954420163833,Supriya Stores,grocery
12.9334024,77.6298023,4.859674653926266,Food Mall,grocery
12.9504876,77.6999864,4.845993893004666,Purple Haze,bar/club
12.9124334,77.6812577,1.1864000344864578,Foodworld,grocery
12.8985271,77.6448289,3.5345933429287775,HDFC Bank,financial
12.8972303,77.6459233,3.526811864518278,Canara Bank,financial
12.9043833,77.6455159,3.1334985184496102,,financial
12.9051894,77.6396903,3.6758609666505393,HDFC Bank ATM,financial
12.9056019,77.6444964,3.1761965600267854,Veg Sagar,food service
12.9063471,77.6445546,3.138195079542993,Grand Supermarket,grocery
12.9235295,77.6496838,2.4594186589335214,Masjid-E-Noorani,place of worship
12.9240986,77.6497423,2.47281666660178,Sun Temple,place of worship
12.9237273,77.6497262,2.4616187307750264,Hanuman Temple,place of worship
12.91201,77.6323154,4.268649790326478,Allahabad Bank,financial
12.9300956,77.684323,2.0227165007116406,Passport Seva Kendra,office
12.9189584,77.6426733,3.117327047153913,,financial
12.9135286,77.6851033,1.5381814834415377,,financial
12.9147495,77.6843442,1.4287434997093449,,financial
12.9147548,77.6844059,1.4352246928339385,HDFC Bank,financial
12.935016,77.6947265,3.2282446444041994,HDFC Bank,financial
12.9357533,77.6962873,3.412010122583575,Clubhouse Cafe,cafe
12.9112592,77.6259903,4.959224811233914,,food service
12.9126193,77.6329409,4.193021711864157,Syndicate Bank,financial
12.8965036,77.634968,4.556200747460132,Gogas Auto Lpg,fuel
12.9062783,77.6274095,4.911143209398021,,financial
12.9062993,77.627329,4.919041697675662,,financial
12.9265333,77.6763884,1.1913421577937575,Kodandarama Temple,place of worship
12.9290137,77.6276776,4.919630666945286,Grand Mercure,lodging
12.8858419,77.6416685,4.729366899881088,ICICI Bank ATM;Axis Bank Atm,financial
12.8900044,77.6398044,4.551370803359165,Ekaa,lodging
12.8899711,77.6398117,4.553219859152084,Melange,food service
12.8966122,77.6357401,4.477809983437979,Domino's,food service
12.9228223,77.6730622,0.67268349663619,G-Mart now VILLAGE,grocery
12.9583725,77.66084,4.739406749391779,Family Mall,grocery
12.9584423,77.6607093,4.7503639849890655,China Village,food service
12.9392013,77.695393,3.5879366406685302,,food service
12.9171114,77.6337407,4.077889377299541,Manjunatha Refreshments,food service
12.91519,77.6355368,3.8884525823990224,Empire hotel,food service
12.914592,77.6367272,3.7637704402828818,Star Biryani,food service
12.9165146,77.6355216,3.885239867451758,Swathi Spice and Ice,food service
12.915303,77.6448585,2.8791347087834973,King Ambur Hot Biriyani,food service
12.9591031,77.6563601,4.955736337703017,ICICI Bank,financial
12.9232047,77.6711807,0.6898899444203244,Mango Tree,food service
12.922847,77.6513827,2.2611732730409413,Titan Watches,watches
12.9184097,77.6518532,2.1205899956072543,Liberty Exclusive Showroom,shoes
12.9199598,77.6513855,2.190313063770304,HDFC Bank,financial
12.9182008,77.6518755,2.116592018969299,United Colors of Benetton,clothes
12.9321815,77.6337015,4.417156769311989,Bethany Special School,education
12.9224971,77.668466,0.6870255063301663,Chai Point,cafe
12.9224521,77.6683425,0.6888456295252776,Axis Bank,financial
12.9245494,77.6743341,0.898667617805389,Angan,food service
12.9231339,77.669691,0.7054816230443951,Fab Furnish,home furnishing
12.9305558,77.6685719,1.5371260478379103,,place of worship
12.9159911,77.6513702,2.170090714230467,Lou Han,food service
12.9160016,77.6519298,2.109462439389586,Napoli,food service
12.9168988,77.6515537,2.1473111271650924,Greasy Spoon,food service
12.914298,77.6516858,2.154076900154219,Shubh Sweets,food service
12.912101,77.6485607,2.5310774322531775,Just momo,food service
12.9124615,77.6517484,2.1853443878640006,Wang's Kitchen,food service
12.9159874,77.6515544,2.1501755573129864,HDFC Bank,financial
12.9137923,77.6374114,3.697338398388597,Adyar Ananda Bhavan,food service
12.9122107,77.6377107,3.6863527870043433,Pizza Hut,food service
12.9122576,77.6375965,3.697852361637537,Calvins,food service
12.9135892,77.6383047,3.6032960048821927,Krispy Kreme,food service
12.9169799,77.6338738,4.063447919510572,ICICI Bank,financial
12.9180396,77.631926,4.276096606867108,HDFC Bank,financial
12.9180092,77.6319312,4.275443695642096,Axis Bank,financial
12.9240664,77.6388883,3.6064819754835877,DCB Bank,financial
12.9382385,77.6328181,4.798824133661683,Axis Bank,financial
12.9239285,77.6513686,2.3000564514591835,,place of worship
12.9020523,77.631261,4.653814952517661,The Oxford College of Engineering,education
12.9117609,77.6816564,1.2584329838012194,Pizza Hut,food service
12.9131399,77.6799856,1.0282344746974668,South Indian Bank,financial
12.9170374,77.6714001,0.005318866561972304,KFC,food service
12.9259521,77.6754449,1.0888696410394352,McDonald's,food service
12.9480965,77.6987354,4.555423592614879,KFC,food service
12.9398646,77.6959322,3.681109221635023,Bhagini,food service
12.9389751,77.6953137,3.564417922593407,Pizza Hut,food service
12.917016,77.6715524,0.020253891945399217,Citibank,financial
12.9231668,77.6758261,0.8386960266105661,Goli Vada Pav,food service
12.9246885,77.6729929,0.8725888664048906,State Bank of India,financial
12.9245757,77.6729089,0.8584889403753008,Happy Endings,cafe
12.9241101,77.671697,0.7910872675167445,Punjabi Times,food service
12.924063,77.6716755,0.7857524881351929,Evok,grocery
12.9245431,77.6728693,0.8541046310642157,Ruh,food service
12.9146755,77.6761436,0.5788797103103552,ICICI Bank,financial
12.9146892,77.67611,0.5749412811255462,ICICI Bank,financial
12.9147042,77.6760561,0.5689717705952563,Dosa Time,cafe
12.9147382,77.6760668,0.5683226997751085,Juice,cafe
12.9147905,77.6760749,0.566560395729698,Chat & More,cafe
12.9064358,77.6978363,3.1002412440979477,Shani Temple,place of worship
12.9148289,77.6761592,0.5729897477390264,Aroi,food service
12.9563085,77.6560269,4.676031333594921,Odia Dyne,food service
12.9549596,77.6532881,4.6531271357796795,Darshan Bar,bar/club
12.9559406,77.6535335,4.74138779123784,Easy Supermarket,grocery
12.9558936,77.6535219,4.737129052799971,J's Pastas n Pizzas,food service
12.9568142,77.6538254,4.817684048434812,Srinidhi Residency,lodging
12.9549835,77.6532944,4.6552504730370305,State Bank of India,financial
12.9584498,77.6563621,4.887101987388738,Chalet Citadel,lodging
12.9127356,77.6380054,3.6466943067128397,HSR Layout,transportation
12.9110059,77.6444953,2.9876821467506294,Nandini Cool Joint,food service
12.9571881,77.6550651,4.8049114961036885,Diya Family Restaurant,food service
12.9565128,77.6537159,4.791632550742105,Akshaya Veg,food service
12.953121,77.652908,4.486734213624271,Status,food service
12.9531464,77.652966,4.486465189981001,Status,lodging
12.9530588,77.652888,4.481512579886796,Udipi Park,food service
12.9533697,77.6525624,4.5282353153488115,Top in Town,grocery
12.9299967,77.6765388,1.5497864081048371,Karnataka Bank Ltd,financial
12.9262377,77.6988568,3.151415672371433,New Horizon Vidya Mandir,education
12.9115035,77.6322824,4.279883756486721,Vasudev Adigas,food service
12.9548463,77.6521789,4.693704984601413,Eat Well,food service
12.9164284,77.6515856,2.144776414475941,W,clothes
12.9254409,77.6746531,1.0036098933202655,Sunrise Enterprises,shoes
12.9254043,77.674814,1.006151820646706,Brewberrys,bar/club
12.9247069,77.6745581,0.9238559473054085,Cafe Coffee Day,cafe
12.9244222,77.6739309,0.8705527271159598,Lakshmi Vilas Bank,financial
12.9242311,77.6739044,0.8495084816380705,Bank of Baroda,financial
12.9247502,77.6746638,0.9326518857235563,Gusto's Pizza,food service
12.92478,77.6746246,0.9340988387850653,Classic Biriyani Center,food service
12.924451,77.6739678,0.8748688743795374,Axis Bank,financial
12.924346,77.6738789,0.8607277150865934,Bank of Baroda,financial
12.9243319,77.673712,0.8536795812388014,Mani'S Dum,food service
12.9187187,77.6491667,2.4135287041958775,Sharekhan Restaurant,food service
12.9589736,77.6628578,4.7571314109479035,Sathkar Cafe,cafe
12.9496216,77.6997317,4.754515791507237,Meghana Foods,food service
12.9255448,77.6762576,1.0877436140316472,Mast Kalandar,food service
12.9481695,77.6986773,4.557495344263088,Barbecue Nation,food service
12.9481519,77.6985843,4.549466120270302,99 varieties of dosa,food service
12.9481681,77.6987599,4.563195859173743,Wow! Momo,food service
12.9497498,77.6991506,4.725018732386168,Golden Pearl,lodging
12.9497864,77.6990755,4.7229765070681715,Minakshi,food service
12.9506209,77.6999061,4.851838684243868,Anjappar,food service
12.9504495,77.6999604,4.840935532796391,Spice World,food service
12.9504952,77.699942,4.843565200688387,Jimi's,food service
12.9510313,77.6993866,4.851646949985371,Bata,shoes
12.9512457,77.6994108,4.8718975345567825,Wood You Furniture Gallery,home furnishing
12.9512065,77.6994054,4.868126485602762,Barkaas Indo Arabic Restaurant,food service
12.951694,77.6994711,4.915000422529787,House of Spirit,bar/club
12.9517332,77.6994362,4.9160806415250295,Wareabouts Grill & Lounge,food service
12.9519481,77.7001835,4.98520536660424,Vaikuntam,food service
12.9519037,77.7001715,4.980543081790436,Rajbhog,food service
12.9517821,77.7001004,4.965178890305298,Tandoori Junction,food service
12.9517442,77.700091,4.961258062048137,Kingfisher Blue,bar/club
12.9515881,77.7000708,4.946378281120424,Nanda's,food service
12.951441,77.700056,4.932661420344785,Falcon Furniture,home furnishing
12.9512338,77.7000138,4.91190559959049,Olives Furniture,home furnishing
12.9509672,77.7000084,4.888599035585143,Titan Helios,watches
12.9296613,77.6851268,2.050697298557898,The Grand Adigas Residency,lodging
12.8962203,77.6759762,2.3643351542693125,Amrita Boys Hostel,residential
12.911144,77.6761815,0.8347672418421639,Xtreme Sports Bar,bar/club
