id,name,latitude,longitude,Property Type
3632436385,Siddhartha,12.3084725,76.660436,cafe
3669879713,State Bank of India,12.3089203,76.6627828,financial
3865265268,The 1961,12.3289234,76.6477514,food service
3914924533,Ramya Hotel,12.3053344,76.635222,food service
3997947138,Top Stuff,12.3248692,76.6240039,food service
4019475725,Gupta Sweets & Chats,12.3237007,76.6271285,food service
4019475736,Cafelicious,12.324912,76.6228508,cafe
4114513705,Adyar Ananda Bhavan,12.3151382,76.6449229,food service
4253741489,Hangout Cafe & Bistro,12.3050449,76.6472732,cafe
4281990898,Hazrath Khwaja Ghareeb Un Nawaz Hotel,12.3199187,76.6527084,food service
4327597392,Anima,12.3233297,76.6286203,food service
4440837946,Vinayaka Mylaria,12.3085598,76.6655397,food service
4444160621,Mahabodhi School,12.3048276,76.6297812,education
4444175832,Farooquia Higher Secondary School,12.3254682,76.6479529,education
4444259207,Mathuru Mandali School,12.322017,76.6294503,education
4444307019,Cftri School,12.3210823,76.6347949,education
4444331874,Vanivilas Ursu Girls School,12.3093394,76.6665085,education
4444440840,Chinmaya Saiukata Vidyalaya,12.3218997,76.6232527,education
4469879189,Depth 'n' Green,12.330716,76.6286774,food service
4692259491,Espresso Bar,12.3309233,76.6288296,cafe
4771160127,Shri Vinayaka,12.3098488,76.6478712,food service
5039340724,Cafe Aramane,12.3058496,76.6523069,food service
5080844250,Cubs,12.3268374,76.6272864,cafe
5080844251,Pakva,12.3255979,76.6323585,cafe
5080844256,Bamboo Leaf Restaurant,12.3163872,76.6278738,cafe
5080844257,Canara Bank,12.3164343,76.6277558,financial
5080844258,Frosting,12.3226893,76.6350406,cafe
5080844259,Bonkers,12.3228623,76.6346812,food service
5080844260,Pataka,12.3228282,76.6346329,food service
5080844265,Chatori Street,12.3254041,76.6220319,food service
5250657621,Whiskey Bar,12.3085369,76.6526128,bar/club
5645365021,KVR ruchi centre,12.3235832,76.6279752,cafe
5857412189,Cafe Aramane,12.3055758,76.651925,cafe
6117489129,Hanumanthu Biryani Original 1930,12.3180112,76.6525938,food service
6224968488,Tibet Restaurant,12.3117283,76.6496335,food service
6715313685,Hotel New Quba Mess,12.3199914,76.6574812,cafe
6782088086,Onesta Pizzeria,12.3265683,76.6267593,food service
6894097325,Prepaid Autorikshaw Booking Counter,12.3173464,76.6448521,transportation
6894097329,Prepaid Autorikshaw Booking Counter,12.315155,76.6454312,transportation
7068976385,Ashoka Hotel,12.312295,76.6484584,food service
7079234288,Murali café,12.3110966,76.6567825,cafe
7117361785,Hotel Roopa,12.3085054,76.6597044,bar/club
7174452685,Gufha,12.3110043,76.6594241,food service
7174452785,Guru,12.3084678,76.6644764,food service
7194736786,Prepaid Rickshaw,12.3161533,76.6458654,transportation
8187931376,Axis Bank ATM,12.3308477,76.6662117,financial
8187931385,HDFC Bank ATM,12.330551,76.646164,financial
8187931418,Syndicate Bank ATM,12.3291171,76.6613427,financial
8187931440,Corporation Bank ATM,12.3283526,76.6445316,financial
8187931492,Axis Bank ATM,12.3246068,76.6314146,financial
8187931593,Canara Bank ATM,12.3201232,76.6637454,financial
8187931604,Axis Bank ATM,12.319472,76.628254,financial
8187931645,State Bank of India ATM,12.3167462,76.6236547,financial
8187931726,ICICI Bank ATM,12.30925,76.64938,financial
8187931852,State Bank of India Atm,12.3070892,76.6671057,financial
8187960875,Karnataka Bank,12.3247952,76.6232245,financial
8187960884,Syndicate Bank,12.3246005,76.6302273,financial
8187961016,Indian Overseas Bank,12.3221128,76.625857,financial
8187961044,Federal Bank,12.3210241,76.630615,financial
8187961335,State Bank of India,12.3103502,76.6475116,financial
8187961383,Andhra Bank,12.3100697,76.6478763,financial
8187961614,Karnataka Bank,12.3083969,76.6640574,financial
8187961704,Vijaya Bank,12.3075039,76.6438426,financial
8188054795,Five Star Chicken,12.3292828,76.6642289,food service
8188054883,Raj Bhavan Vegetarian Restaurant,12.3274884,76.633012,food service
8188054962,Pakva Lounge Vegetarian Family Restaurant,12.3256026,76.6323266,food service
8188055595,Balaji Restaurant,12.3195081,76.6619325,food service
8188055634,Akshaya Pure Veg Restaurent,12.3177141,76.6646127,food service
8188055732,GOAL Villa Park - Pure Vegetarian Restaurant,12.3127335,76.6677398,food service
8188056154,Om Shanthi (Hotel Siddharta) - Vegetarian Restaurant,12.3080392,76.6604908,food service
8188056278,The Veg Kitchen Vegetarian Restaurant,12.3055775,76.6498367,food service
8196807896,Vidyavardhaka Pre University College,12.3176601,76.6480232,education
8196808459,Yuvaraja College Hostel,12.3056239,76.6303958,education
8196808479,Maharaja Degree College,12.3053521,76.6406059,education
8196835652,Eidgah Masjid,12.3221435,76.6507263,place of worship
8196836042,Juma Masjid,12.3140277,76.6553859,place of worship
8467356518,Sreenidhi vegetarian fast food,12.3243186,76.6312224,food service
8500195019,Ritual Coffee House,12.3252871,76.6228036,cafe
8614936317,Bean Stop - Hunkal Heights,12.3232065,76.628601,cafe
9666138717,Seafood Restaurant,12.3269792,76.6274731,food service
9847967917,Big Cup Cafe,12.3254316,76.6254073,cafe
9847968117,White Teak Coffee Roasters,12.3281604,76.6284806,cafe
10221037092,Dhatu,12.3247714,76.6269917,food service
10266999388,Hotel Samrat,12.3139668,76.6586769,food service
10669133755,State Bank of India,12.3240671,76.6307679,financial
10669133756,Bandhan Bank,12.3237904,76.6305619,financial
11114310142,Hotel Anand Vihar,12.3053858,76.6631291,food service
11350476569,Masjid e Azam,12.3194068,76.6575194,place of worship
11381461669,Win-win tea cafe,12.3267865,76.6269118,cafe
11454500728,Maddur Tiffanys,12.3122609,76.6482446,food service
11704288304,Museum Reference Library,12.3163609,76.6436001,education
11704288314,Sri Prasanna Krishna Swamy Temple,12.3046123,76.6541609,place of worship
11704288358,Yashraj Cafeteria,12.3163246,76.6437005,cafe
