id,name,latitude,longitude,Property Type
1851613680,Naturals,12.971465,77.6008347,food service
1851615731,Y! Cafe,12.958286,77.605196,food service
1851618527,IDFC First Bank,12.9616161,77.5986353,financial
1851682041,Pizza Hut,12.9624485,77.5991698,food service
1851684281,Udupi Upachar,12.9638704,77.5966485,food service
1851685727,Harima,12.9676211,77.6001785,food service
1851689644,Cafe Coffee Day,12.9733898,77.6072915,cafe
1851691005,Guzzlers Inn,12.9736858,77.6068869,bar/club
1851707242,HDFC Bank,12.9655446,77.601164,financial
1916600665,Sri Vasavi Condiments,12.9489694,77.577188,food service
1966567863,Chutney Chang,12.9737798,77.6028823,food service
2014227810,Banaras Sweets,12.9699846,77.5797207,food service
2014232345,ING,12.9700251,77.5799594,financial
2014238900,ICICI Bank,12.9732008,77.5789268,financial
2057197440,Kamat,12.9491655,77.5798273,food service
2057197603,Bharat Petroleum,12.9479149,77.5794869,fuel
2079415303,St. Joseph's Indian Composite PU College,12.9689388,77.5950441,education
2120454693,Bnr Bar,12.9683042,77.5846472,bar/club
2120456105,State Bank of India,12.9679017,77.5851515,financial
2181449422,Matteo's Coffee,12.9743507,77.6070733,cafe
2188840978,Hae Kum Gang,12.9679393,77.6074294,food service
2322736999,Sweet Chariot Bakery and Cafe,12.9684869,77.6008019,cafe
2577055910,Woody's,12.9655171,77.5949458,food service
2577080947,Sri Vari Veg,12.967569,77.5896565,food service
2577218151,Government School,12.9669946,77.591066,education
2577218743,Anjaneya Temple,12.966493,77.5905481,place of worship
2600844368,Shezan,12.9736811,77.5987096,food service
2629857311,Ibaco,12.9675888,77.6066202,food service
2641818345,Arbor Brewing Company,12.9703092,77.6109836,bar/club
2760165209,ವೀರಶೈವರ - ಉಪಹಾರ ಮಂದಿರ,12.9667567,77.5892239,food service
2774680147,HDFC Bank,12.9652714,77.5985205,financial
2868502488,Dena Bank,12.9573933,77.582077,financial
2872067825,Ramanna's Fast Food,12.9659396,77.5949764,food service
2872071072,State Bank of India,12.968017,77.592013,financial
2907543445,Bootleggers,12.9712735,77.5974847,bar/club
2999559155,Daysie,12.9722421,77.6184419,food service
2999562191,EXIM (Export-Import Bank of India),12.9723534,77.6186861,financial
3010263821,Bharat Petroleum,12.9587743,77.5824778,fuel
3010263823,Karnataka Bank,12.9540038,77.5801262,financial
3010263824,State Bank of India,12.9606096,77.5835432,financial
3010263825,State Bank of India,12.9579091,77.5823797,financial
3010263826,Syndicate Bank,12.9503526,77.579806,financial
3010283558,ICICI Bank,12.9651176,77.5897462,financial
3019535004,Chamundeshwari Coffee,12.9659456,77.5924964,cafe
3019539372,Axis Bank,12.9659423,77.5925731,financial
3019588216,Darshini,12.962382,77.5939054,food service
3019595557,Sri Rama Mandira,12.9658715,77.5943909,place of worship
3170060228,Ayda,12.9743111,77.6073521,food service
3198621361,Happy Belly,12.9656457,77.5905077,cafe
3237630469,Bharatiya Mahila Bank,12.9669535,77.5869415,financial
